Restaurant Name,Category,Rating,Cost for two,Area,Locality,Address,Veg,Long Distance Delivery
Bouffage Cafe & Bistro,Indian,3.9,500,Shankar Nagar Square,Dharampeth,"Wockhart HospitL Lane, Near L.A.D College, Shankar Nagar , Dharampeth, Nagpur",False,0
Pappe-Da Restaurant,North Indian,4.2,400,Nandanvan,Gandhibagh,"Opposite Tulsi Building, Lakadganj, Nagpur,Nandanvan,Nagpur",False,0
SAI FOOD,South Indian,NA,150,Nandanvan,Nandanvan,"NEAR AJMERA TYRES, GANGABAI GHAT ROAD JUNI MANGALWARI, NAGPUR URBAN NAGPUR - 1 MAHARASHTRA - 440008",True,0
Bombay Kulfi,"Ice Cream,Desserts,Beverages",4.3,150,Dharampeth,Dharampeth,"285, Buty Plot, Hanuman Mandir Rd, Beside Gokul Vrindavan, Dharampeth, Nagpur",True,0
Shreenathji Pav Bhaji Pulav ,"Pizzas,Snacks,Street Food,Indian",NA,250,Bajaj Nagar,Bajaj Nagar,"PLOT NO. 69 SHOP NO S T 4 AND S T 8 DHARNIDHAR COMPLEX BAJAJ NAGAR CHOWK NAGPUR 440010 NO 99752319 , NAGPUR URBAN NAGPUR 1 (MAHARASHTRA) - 440010",True,0
LOC - Life Of Chai,"Beverages,Snacks,Street Food,Chinese",NA,200,Indora Square,Sadar,"PLOT NO. 697, SHOP NO. SGF-4, KARAMSHEEL HEIGHTS, DR. AMBEDKAR MARK, INDORA CHOWK, NAGPUR  440017",False,0
D FOOD MANIA 24,"Pizzas,Chinese,Italian",NA,200,Ayodhya Nagar,Ayodhya Nagar,"94/1, Raghuji Nagar, Nagpur, Maharashtra 440024, India",False,0
Shrikhandwala,"Desserts,Sweets",4.8,200,Nagpur,Pratap Nagar,"Vitthal Rukhmini Complex, Upper Floor, Laxmi Nagar Main Road, Opp. Ginger Garlic Restaurant, Nagpur - 440022",True,0
TDM The Delicious Mystery,"Fast Food,Beverages",NA,250,Sadar,Sadar,"PLOT NO. 697, SHOP NO. SGF-4, KARAMSHEEL HEIGHTS, DR. AMBEDKAR MARK, INDORA CHOWK, NAGPUR 440017",False,0
The Chocolate Room,"Pizzas,Snacks,Italian,Desserts,Beverages,Continental",3.9,300,Ravi nagar,Dharampeth,"PLOT NO.4-A,GURUSHANKAR APARTMENT,TILAK NAGAR,AMRAVATI ROAD,NAGPUR, District - Nagpur-1, STATE - Maharashtra",False,0
Shree Srinivasa,South Indian,NA,150,Dharampeth,Dharampeth,"Shop no.15, Old Post office Raod, Gokulpeth Bazar, Gokulpeth Market, Dharampeth, Nagpur, Maharashtra 440010, India",True,0
Chaat Shaala,"Street Food,Snacks,Desserts,Beverages,Italian,Chinese",3.8,200,Ravi Nagar,Ravinagar,"Shop no 1,thakur apartment,tilak nagar square,amravati rd",True,0
Variety Foods,"Maharashtrian,North Indian,Desserts,Beverages",4.1,200,Vivekanand Nagar,"W High Court Road, Surendra Nagar","Plot Number 37, Devashish Apartment, W High Court Road, Surendra Nagar, Vivekanand Nagar, Nagpur",True,0
Ajit Bakery- Ajni Square,Bakery,4.4,250,Ajni,Wardha road,"4,Divadkar Complex,Wardha Road",False,0
The Momo's Bar,Indian,NA,300,C A Road,Nandanvan,"PLOT NO 143 NEAR RAM BHANDAR MAIN NANDANWAN ROAD NANDANWAN,NAGPUR, District - Nagpur-1, STATE - Maharashtra",False,0
P R BAKERS,"Pizzas,Fast Food,Chinese,Snacks",NA,200,Jaripatka,Jaripatka,"PLOT NO 31,NARA ROAD,BHIM CHOWK,NAGSEN NAGAR,NAGPUR",True,0
Taste Of Kerala And Co,"South Indian,Thalis,Kerala,Biryani,Snacks",4.1,200,Byramji Town,Sadar," Block No20 ,Ternament Bldg ,Jagat APT ,Bairamji Town Zone no.10. Mangalwari, Nagpur urban, Nagpur-1,Maharashtra-440013",False,0
Dahiya Momos (Bajaj Nagar),North Indian,4.4,200,Bajaj Nagar,Dharampeth,"PLOT NO 10, ABHYANKAR NAGAR NAGPUR",False,0
Mezbaan,"North Indian,Chinese,Biryani",3.4,400,Dharampeth,Dharampeth,"20, SHIVSHANKAR APARTMENT, SHANKAR NAGAR, NAGPUR- 440010, ZONE NO. 2- DHARAMPETH, NAGPUR(URBAN), NAGPUR, MAHARASHTRA- 440010",False,0
King of Momo's,North Indian,NA,250,Ayodhya Nagar,Ayodhya Nagar,"2, Somwaripeth, Nagpur, Maharashtra 440024, India",False,0
Eats And Treats,"Chinese,Pizzas,Indian,Beverages,Biryani",4.3,300,Nandanvan,Nandanvan,"Nandanvanam Main Rd, near Nirmal Bank, New Nandanvan Layout, Jawahar Nagar, Nandanvan, Nagpur, Maharashtra",True,0
GANESH POINT,"Indian,Chinese,Beverages",NA,200,Nandanvan,Nandanvan,"44 SAKKARDARA CHOWK .L, Nagar urban,, Nagpur-1 (Maharashtra),- 440009",True,0
JD's Dessert Boutique,"Bakery,Desserts,Sweets",4.3,250,Byramji Town,Sadar,"9, Achraj Retreat, Nelson Square, Sadar, Nagpur",False,0
FOOD BINGO,Snacks,NA,300,Itwari,Nandanvan,"HOUSE NO 420/5 BARAIPURA LALGANJ LAXMI VISHNU BUILDING NAGPUR, District - Nagpur-1, STATE - Maharashtra",False,0
Annapurna Restaurants,"North Indian,South Indian,Chinese,Street Food,Desserts,Sweets,Beverages",4.1,500,Shashtri Nagar,CA road,"Ambedkar Chowk, CA Road, Nagpur",False,0
Gurpal Foods,"North Indian,Chinese,Kebabs,Seafood",3.7,300,Indora Chowk,Indora Chowk,"Kamal Bar & Restaurant, Indora Chowk, Nagpur",False,0
Goli Vada Pav - Chaprunagar Sq.,"Fast Food,Snacks,Street Food,Chinese,Beverages,Indian",3.8,100,Chaprunagar Square - Lakadganj,Lakadganj,"Chapru Lok Building, Lakadganj, Nagpur",True,0
The Waffle Boss Co.,"Desserts,Beverages",NA,400,Bajaj Nagar,Bajaj Nagar,"Shop 3, Plot 4, Raghokul Building, Central Bazar Road, Bajaj Nagar, Nagpur",True,0
MILKSHAKE HUB,Beverages,NA,200,ojas aahar,Mrunal restaurant,"Quarter No. 90/1 Somwari Quarter Nagpur, Zone no-5-Hanumannagar, Nagpur (Urban), Nagpur, Maharashtra-440009",False,0
Crostino,"Italian,Fast Food,Beverages,Pastas,Desserts",3.7,300,C A Road,Nandanvan,"329/B, Sharda Chowk, Ganesh Nagar, Nandanvan, Nagpur",True,0
Kerala Kitchen,"South Indian,Indian,Biryani,Combo",NA,250,Sadar,Sadar,"1st floor Subham Apartment, Koradi Rd, Byramji Town, Nagpur, Maharashtra 440001",False,0
Toscana Cafe & Bistro,"Chinese,Continental,Italian,Asian,North Indian",NA,200,Ravi Nagar Square,Dharampeth,"A-4,Ground floor,Gurushankar Apartment ,Tilak Nagar. Amravti Road ,Nagpur:440010",False,0
Supr Baker,Bakery,3.8,400,Khare Town,Dharampeth,"shop no 9, ramdaspeth sq, dharampeth",True,0
FOOD MANIA 24,"Pizzas,Italian,Chinese",NA,300,Sitabuldi,Sitabuldi,QUARTER NO 94/1 SOMWARI QUARTER NAGPUR ZONE NO 5 HANUMANNAGAR URBAN  440009,False,0
RajKamal Mess & Restaurant,"North Indian,Thalis,Home Food",3.9,200,Gokulpeth,Ravi Nagar,"Plot No.80, Hill Road, Ramnagar, Ravi Nagar, Nagpur",False,0
Dairy Don Supreme Chat,"Chaat,Indian",NA,100,Dharampeth,Dharampeth,"LG-9, DAIRY DON, MADHU MADHAV TOWER, LAXMI BHAVAN SQURE, DHARAMPETH, NAGPUR-440010",False,0
Sultan Biryani,Biryani,NA,200,Dharampeth,Dharampeth,"Flat no 102, Satyam Apartment Canal road, Gokulpeth, Nagpur, Nagpur urban, Nagpur-1 (Maharashtra)",False,0
Venky's Chicken Xperience,"Snacks,Indian,Fast Food",NA,300,Bajaj Nagar,Bajaj Nagar,"PLOT NO. 69, SHOP NO. SH-2, WEST HIGH COURT ROAD, Zone no.1, Laxminagar, Nagpur  440010",False,0
Dosa Planet,"Indian,Snacks,South Indian",NA,200,Dharampeth,Dharampeth,"Shop No. 3 & 4, Thakur Apartment, Plot No. 2 Tilak nagar, Ravi nagar, Amravati road, opp. University ground, Nagpur",False,0
THE SANDWICH BAR,"Fast Food,Pizzas,Burgers",NA,250,Wardhaman Nagar,Wardhaman Nagar,SHOP NO 06 SAI PLAZA APARTMENT NEAR KACCHI VISA BHAVAN LAKADGANJ ZONE NO 8 LAKADGANJ NAGPUR URBAN NAGPUR MAHARASHTRA,False,0
D FOOD MANIA,"Pizzas,Chinese,South Indian",NA,300,Sitabuldi,Sitabuldi,QUARTER NO 94/1 SOMWARI QUARTER NAGPUR ZONE NO 5 HANUMANNAGAR URBAN  440009,False,0
Babulal Ki Kachori,"Snacks,Chaat",4.0,150,Dharampeth,Dharampeth,"634 F/40, Shankar Nagar, Nagpur 440010",False,0
khake dekh,"Beverages,Indian,Snacks",NA,250,Bajaj Nagar,Bajaj Nagar,"180 BAJAJ NAGAR NEAR NBYS GROUND NAGPUR 440010, Zone no.1 -Laxminagar, Nagpur (Urban), Nagpur, Maharashtra - 440010",False,0
The Pizza Project,"Pizzas,Italian,Beverages",3.9,350,Khare Town,Bajaj Nagar,"MNC HSG.NO.251/2,PLOT NO.1,SWAPNIL RAJNI APARTMENT,SHOP NO.2 GROUND FLOOR,WHC ROAD,BESIDE CHAVHAN HA, Nagpur urban, Nagpur-1 (Maharashtra), - 440010",False,0
Grill The Sandwich World,"Pizzas,Burgers,Pastas,Fast Food,Beverages,Snacks",NA,250,nandanvan ,Sadar,"LALGANJ CHAKNA CHOWK, NEAR NAIK TALAV, BEHIND GIRMAJI SAOJI BHOJNALAYA, BANGLADESH, NAGPUR, Nagpur urban, Maharashtra - 440002",False,0
China Express,"Biryani,Chinese,Continental",3.6,300,Mahal,Nandanvan,"388,old Bagadganj,Near NIT Hall,Nagpur",False,0
PLAN B BURGER BAR,"American,Fast Food,Beverages",4.2,800,Bajaj Nagar,Bajaj Nagar,"BURGER BAR,VEDANT PERIDOT,UPPER  GROUND FLOOR CENTRAL BAZAAR  ROAD,BAJAJ NAGAR, Nagpur urban, Nagpur-1,  Maharashtra-440027",False,0
Anna The Restaurant,"North Indian,Chinese,Biryani",4.0,400,Bajaj Nagar,Bajaj Nagar,"Plot 42, Central Bazar Road, Utakarsh, Bajaj Nagar, Nagpur",False,0
HARVEY'S BURGER,American,NA,400,Dharampeth,Dharampeth,107 RAVI BHAWAN SHANKAR NAGAR NAGPUR NAGPUR URBAN NAGPUR MAHARASHTRA,False,0
Brussel's Waffles,Indian,NA,300,Khare Town,Milton Sq.,"C/O Dairy Don, Madhu Madhav Tower, Dharampeth, Nagpur",True,0
Shahi Thaat Baat,Thalis,NA,200,Dharampeth,Dharampeth,"Flat no 102, Satyam Apartment Canal road, Gokulpeth, Nagpur, Nagpur urban, Nagpur-1 (Maharashtra)-440010",False,0
Tanjore - Enter the Deccan,"South Indian,Beverages",4.2,300,Bajaj Nagar,Bajaj Nagar,"Ground Floor, Pathak House, Abhyankar Nagar Road, Near VNIT, Bajaj Nagar, Nagpur,Bajaj Nagar,Nagpur",True,0
Mayura Chinese Fast Food & Juice,"Chinese,Fast Food",3.7,250,C A Road,Wardhaman Nagar,"Mayura fast food, 137 nandanvan main road nagpur opp Shravan hospital, Nagpur",True,0
Smokin Grills,Pizzas,NA,400,Laxminagar,Bajaj Nagar,"Plot 255/4, Ganesh Chambers, WHC Road, Laxminagar Square, Bajaj Nagar, Nagpur",False,0
CHAKNA KITCHEN,"Snacks,North Indian,Chinese",NA,300,Bajaj Nagar,Bajaj Nagar,BAJAJ NAGAR ROAD KAACHIPURA RAMDASAPETH NAGPUR MUNCIPAL CORPORATION ZONE 010 MANGALWARI NAGPUR MAHARASHTRA,False,0
BFOODALE,"Indian,Desserts",NA,100,Dharampeth,Dharampeth," Plot No.36,B-3,Sahyadri Flats, Cement Road, Shivaji Nagar,Nagpur -440010",False,0
Shri Bhojan,Indian,NA,350,Dharampeth,Dharampeth,"20, SHIVSHANKAR APARTMENT, SHANKAR NAGAR, NAGPUR- 440010, ZONE NO. 2- DHARAMPETH, NAGPUR(URBAN), NAGPUR, MAHARASHTRA- 440010",False,0
BHUKKAD,"Snacks,Maharashtrian",NA,100,Sadar,Jaripatka,"CIRCLE NO 15/21,NR MANDOVKAR HOSPITAL,IASHKARIBAGH,KAMAL CHOWK,NAGPUR,440017,ZONE NO 3,NEHARUNAGAR,NAGPURMAHARASHTRA",False,0
Bangali Babu Sandwich,Pizzas,3.8,200,Khare Town,Dharampeth,"Shop no1, madhu madhav tower, laxmi bhavan sq, near gokulpeth market , dharampeth , Nagpur",False,0
The Spice King Kitchen,"Chinese,Pastas,Indian",NA,300,Sadar,Sadar,"142, Bezonbagh, Nagpur, Maharashtra 440014, India",False,0
Smokin Burgers,Fast Food,NA,250,Bajaj Nagar,Bajaj Nagar,"255/4 SHREE GANESH CHAMBERS, Zone no.1 -Laxminagar, Nagpur 440022",False,0
Le Coquet,"Bakery,Desserts,Sweets",3.5,300,Dharampeth,Dharampeth,"Shop G5, Indu Yash Complex, Cement Road, Ram Nagar Square, Dharampeth Extension - 440010",False,0
Vintage Cafe,Fast Food,NA,300,Futala,Ravi Nagar,"Ganesh Tower, Bharat Nagar, Amravati Road, Near Ravi Nagar, Nagpur",True,0
Kareems,"Mughlai,North Indian,Indian,Tandoor,Kebabs,Seafood,Desserts,Beverages",4.0,300,Byramji Town,Sadar,"Ground Floor, Aman Lifestyle Nelson Square, Rajnagar, Sadar, Nagpur",False,0
Buland Darbar,"North Indian,Biryani,Indian,Kebabs,Mughlai,Tandoor,Chinese,Snacks,Fast Food,Beverages,Seafood,Lucknowi,Hyderabadi",4.0,200,Bajaj Nagar,Bajaj Nagar,"Plot 178, Near Basketball Ground, Bajaj Nagar, Nagpur, Maharashtra 440010, India",False,0
Pintu Saoji Restaurant,"Biryani,North Indian,Mughlai,Maharashtrian",3.6,400,Mahal,Wardhaman Nagar,"C.A. Road,Telephone Exchange Square, Juni Mangalwadi, Jaisao Wadi,Lakadganj, Nagpur",False,0
Momo G,Chinese,NA,100,Nandanvan,Nandanvan,near sbi atm nandnvan nagpur,False,0
The Green House - Health Cafe,"Healthy Food,Beverages",3.8,300,Dharampeth,Dharampeth,"468 Pacheriwala Bhavan,  N Bazar Rd, opposite  Kumar Bakery,  Gokulpeth, Nagpur,  Maharashtra 440010  Zone no.2 - Dharampeth  Nagpur urban Nagpur-1  Maharashtra-440010",True,0
The Grilled Station,"Fast Food,Pizzas,Beverages,Snacks",NA,200,Dharampeth,Dharampeth,"H NO 433 DHARAMPETH, Nagpur 440010",False,0
Italy Via Punjab,"North Indian,Italian,Beverages,Desserts,Seafood,Mughlai,Pastas",NA,750,Dharampeth,Dharampeth,"shop no. 105 & 106, 1st floor, swapnil rajni complex, shivaji nagar, dharampeth, Nagpur",False,0
CAFE 9 TO 9,"Beverages,Fast Food,Desserts",NA,299,Nandanvan,Nandanvan,PLOT NO 425 HOUSE NO 1064 ANAND NAGAR SANGAM TALKIES ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA 440024,True,0
UFO Fries & Corn,"Fast Food,Beverages,Snacks",4.1,280,Bajaj Nagar,Nagpur,PLOT NO 43 GROUND FLOOR SHOP BAJAJ NAGAR NEAR VNIT NAGPUR NAGPUR CITY MAHARASHTRA ZONE NO 1 LAXMINAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA,True,0
Aaicha Swayampak Maharashtrian Restaurant,"Maharashtrian,Indian,Beverages,Combo",4.0,350,Wardha Road,Chatrapati Nagar,"4, Akshat Apartments, Chhatrapati Nagar, Doctors Colony, Nagpur",True,0
FIRST SIP,"Chinese,Beverages",NA,200,Ayodhya Nagar,Ayodhya Nagar,"Quarter No. 90/1 Somwari Quarter Nagpur, Zone no-5-Hanumannagar, Nagpur (Urban), Nagpur, Maharashtra-440009",False,0
Hot Sandwiches,"Fast Food,Beverages",2.9,350,Mahal,Wardhaman Nagar,"Plot no 370,Garoba Maidan,Chhapru Nagar,Thakre Rickshaw Garage",True,0
SNACK BAR EXPRESS,"Italian,Continental",NA,200,Ayodhya Nagar,Ayodhya Nagar,"Quarter No. 90/1 Somwari Quarter Nagpur, Zone no-5-Hanumannagar, Nagpur (Urban), Nagpur, Maharashtra-440009",False,0
The Pancake Story,"Bakery,Desserts,Fast Food,Beverages",4.5,300,Bajaj Nagar,Bajaj Nagar,"84 & 85, Pathak House, Abhyankar Nagar, Bajaj Nagar, Nagpur",False,0
CAFEANA CAFE STUDIO AND  LOUNGE,"Italian,American,Snacks,Beverages",NA,400,Nandanvan,Nandanvan,"PLOT NO.99/A, SHIVNAGAR, NEAR  SANGAM TALKIES, TIRANGAA SQUARE,  NAGPUR, Zone no.5-Hanumannagar,  Nagpur urban, Nagpur-1, Maharashtra -  440008",False,0
Cafe Continental,"Pizzas,Snacks,North Indian,Chinese,Desserts,Beverages",NA,200,Ayodhya Nagar,Ayodhya Nagar,"Shop No 3, Raj jyoti palace, kukde layout, rameshwari road, zone no.5- Hanumannagar, Nagpur-440027",False,0
We Feed More,Indian,4.3,200,LAXMI NAGAR,Dharampeth,275 Anant Kamal Complex Laxmi Nagar Nagpur 440022,False,0
Brewin Cafe,"Fast Food,Pastas,Snacks,Desserts,Beverages,Salads",NA,200,Dharampeth,Dharampeth,52A Laxminagar Nagpur 440022,False,0
Grameen Kulfi,"Ice Cream,Desserts",4.6,120,Chindwada,Achraj Towers Katol Road,"Shop No. G-301, Achraj Towers Katol Road, Chindwada Rd, Sadar, Nagpur, Maharashtra 440013",True,0
Venu Corner,"North Indian,Chinese,South Indian,Desserts",3.7,250,Rameshwari,Ayodhya Nagar,"Manewada Road, Bhoyar Layout, Ulhas Nagar, Rameshwari, Nagpur",False,0
Food Mohalla,"Fast Food,Italian,Pizzas,Desserts,Beverages,Continental,Snacks",3.0,300,Bajaj Nagar,Bajaj Nagar,"Plot no.8, Abhinav Sankul, Abhyankar Nagar Road, Nagpur",False,0
Aroma Cafe,"Pizzas,Pastas,Snacks,Beverages",NA,200,Nandanvan,nandanvan,"LALGANJ CHAKNA CHOWK, NEAR NAIK TALAV, BEHIND GIRMAJI SAOJI BHOJNALAYA, BANGLADESH, NAGPUR, Nagpur urban, Maharashtra - 440002",True,0
Domchinoz,"Pizzas,Fast Food",NA,250,nandanvan ,Sadar,"LALGANJ CHAKNA CHOWK, NEAR NAIK TALAV, BEHIND GIRMAJI SAOJI BHOJNALAYA, BANGLADESH, NAGPUR, Nagpur urban, Maharashtra - 440002",False,0
Goli Vada Pav No. 1- Manewada Road,"Maharashtrian,North Indian,Fast Food,Street Food",4.3,100,Rameshwari,Manewada,Jawahar nagar opp union bank Manewada road nagpur. Shop no.1. Goli vada pav. No.1,True,0
NAMASTE MEXICO,"Mexican,Beverages,Continental,Snacks",3.8,200,Nandanvan,Nandanvan,"454, ANAND NAGAR, TIRANGA CHOWK TOWARDS SAKARDARA POLICE STATION ROAD NAGPUR 	440009",True,0
INOX,Snacks,NA,400,Indora Chowk,Nagpur,"INOX Leisure Ltd., Jaswant Tuli Mall, Kamptee Road, Indora Chowk, Nagpur  440017",False,0
MR DELICIOUS,Chinese,NA,200,Ayodhya Nagar,Ayodhya Nagar,"Quarter No. 90/1 Somwari Quarter Nagpur, Zone no-5-Hanumannagar, Nagpur (Urban), Nagpur, Maharashtra-440009",False,0
THE RINGER,"North Indian,Chinese",NA,250,Ayodhya Nagar,Ayodhya Nagar,"Quarter No. 90/1 Somwari Quarter Nagpur, Zone no-5-Hanumannagar, Nagpur (Urban), Nagpur, Maharashtra-440009",False,0
Fresh Bakes,Bakery,NA,300,Dharampeth,Dharampeth,"GURUSHANKAR APARTMENTS, TILAK NAGAR, AMRAWATO ROAD, Nagpur 440010",False,0
FOOD MANIA,"Pizzas,Chinese,Snacks",NA,200,Sitabuldi,Sitabuldi,QUARTER NO 94/1 SOMWARI QUARTER NAGPUR ZONE NO 5 HANUMANNAGAR URBAN  440009,False,0
BANI'S KITCHEN,Beverages,NA,200,Kamptee,Kamptee,F NO 302 KARAMSHIL HIGHI AMBEDKAR MARG NAGPUR 441106,True,0
Salado,Salads,NA,300,Sadar,Sadar,"Circle no 15/21,nr mandovkar hospital,lashkaribagh,Kamal chowk ,nagpur 440017, Zone no.3 - Neharunagar, Nagpur (Urban), Nagpur, Maharashtra - 440017",False,0
coffeeboo,Beverages,NA,700,Sadar,Sadar,"shop no 5, upper level of jaideo aptelcet, B.T. Nagpur",False,0
TASTY TO GO,"Fast Food,Beverages,Snacks",NA,180,Bajaj Nagar,Bajaj Nagar,PLOT NO 20 GROUND FLOOR SHIVSHANKAR APARTMENT NEAR BAJAJ NAGAR SHANKAR NAGAR NAGPUR 440010 ZONE NO 10 MANGALWARI NAGPUR URBAN NAGPUR 1 MAHARASHTRA,False,0
Pooja ki Rasoi,"Indian,Snacks,Biryani",NA,250,Sadar,Sadar,Ramteke House gali no 10 Behind NIT Garden Lashkaribagh Nagpur,False,0
Mumbai Vada Pav,"Snacks,Desserts",NA,100,Nandanvan,Nandanvan,"H.No. 304, Marwadi Chowk, Itwari Station Road, Nagpur, Nagpur Urban, Nagpur - 1, Maharashtra - 440002",True,0
CURRY LEAVES,"South Indian,Biryani,Seafood,Beverages",NA,200,Sadar,Sadar,"D/105, SHUBHAM BUILDING, JAGAT  CO OP HOUSING SOCIETY,  BAYRAMJI TOWN NAGPUR, Nagpur  (Urban), Nagpur, , Maharashtra,  440013",False,0
Ruchkar Assal Maharashtrian Vyanjan,Maharashtrian,4.2,250,Bajaj Nagar,bajaj nagar,"218, South Ambazari Road, Near Vijaya Bank, Bajaj Nagar, Nagpur",False,0
Goli Vada Pav Abhiyankar Nagar,"Snacks,Beverages,Fast Food",4.1,250,Abhiyankar,Bajaj nagar,"SHOP NO 01 ABHINAV SANKUL APARTMENT BESINDE PATAK HOUSE ABHIYANKAR NAGAR ROAD BAJAJ NAGAR NAGPUR , Zone no.1 -Laxminagar, Nagpur urban, Nagpur-1, Maharashtra - 440011",True,0
arabica coffee cafe,"Beverages,Fast Food,Snacks,Pizzas",NA,300,Bajaj Nagar,Bajaj Nagar,"BAJAJ NAGAR CHOWK , NEAR DIKSHA BHOOMI , NAGPUR , Zone no-3  Neharunagar , Nagpur urban , Nagpur-1  Maharashtra -440010",False,0
Chow Palace,Chinese,NA,200,Bajaj Nagar,Bajaj Nagar,"PLOT NO.168,NEAR SHIVAJI NAGAR,SHIVAJI GARDEN,SHANKAR NAGAR, Nagpur urban, Nagpur-1 (Maharashtra), - 440010",False,0
foody corridor 7,"Pizzas,Italian-American,Fast Food,Chinese,South Indian,Beverages",NA,150,Ayodhya Nagar,Ayodhya Nagar,"Qtr no.94/1  Somwari quator Near Datta Mandir, Gajanan Mandir Rd, Somwaripeth, Nagpur, Maharashtra 440024, India",False,0
Sandwich Story,"Fast Food,Pizzas,Beverages,American",3.5,200,Dharampeth,Dharampeth,"C/O. WAMAN U PAPADKAR, 189 RAM NAGAR, PLOE NO. 506 C, NAGPUR, Zone no.2 -Dharampeth, Nagpur urban,Nagpur-1, Maharashtra - 440010",False,0
Mad Over Pizza,"Pizzas,Fast Food,Beverages",2.8,200,Dharampeth,Dharampeth,"C/o Waman U Papadkar, 189 Ram Nagar, Ploe no 506 C, nagpur one no. 2, Dharampeth, nagpur",False,0
Pizza Station,"Pizzas,Snacks,Italian,Tandoor,Continental,Indian",NA,250,nandanvan ,NANDANVAN,"LALGANJ CHAKNA CHOWK, NEAR NAIK TALAV, BEHIND GIRMAJI SAOJI BHOJNALAYA, BANGLADESH, NAGPUR, Nagpur urban, Maharashtra - 440002",False,0
Aroma Headquater,"Pizzas,Burgers,Pastas,Fast Food,Beverages",NA,250,nandanvan ,nandanvan,"LALGANJ CHAKNA CHOWK, NEAR NAIK TALAV, BEHIND GIRMAJI SAOJI BHOJNALAYA, BANGLADESH, NAGPUR, Nagpur urban, Maharashtra - 440002",True,0
Oregano Pizza Hub,Pizzas,NA,200,Dharampeth,Dharampeth,"C/O. WAMAN U PAPADKAR, 189 RAM NAGAR, PLOE NO. 506 C, NAGPUR, Zone no.2 -Dharampeth, Nagpur urban,Nagpur-1, Maharashtra - 440010",False,0
Rajesh Samosa,Street Food,4.3,100,Wardha Road,Vivekanand Nagar,"Deo Nagar, Near Vivekanand Nagar, Nagpur",True,0
NAGPURIAN BAKERS,"Bakery,Chinese,Beverages",NA,200,Dharampeth,Dharampeth,"House No. 684 Telangkhedi Nagpur, Zone - 2, Dharampeth, Nagpur- 440010",True,0
Maharashtrian Swayampak Ghar,Maharashtrian,3.7,250,Bajaj Nagar,Bajaj Nagar,"218, Abhyankar Nagar Ext., Abhyankar Nagar, Nagpur",True,0
Holy Oregano,"Pizzas,American,Snacks,Indian",4.0,300,Ayodhya Nagar,Nandanvan,"Space Tower, Maharashtra Major State Highway 9, Ayurvedic Layout, Raghuji Nagar, Nagpur, Maharashtra, India",False,0
Shelokar Warhadi Tadka,North Indian,NA,250,Rameshwari,Nandanvan,c.t bus stop sakkardapa choudhary hospital jawal nagpur,True,0
KATHMANDU NEPAL MOMOS,Chinese,NA,200,Bajaj Nagar,Bajaj Nagar,"PLOT NO. 86, SUBHASH NAGAR, NAGPUR,  Zone no.5-Hanumannagar, Nagpur urban,  Nagpur-1, Maharashtra - 440022",False,0
KATHMANDU MOMOS,Chinese,NA,200,Bajaj Nagar,Bajaj Nagar,"PLOT NO. 86, SUBHASH NAGAR, NAGPUR,  Zone no.5-Hanumannagar, Nagpur urban,  Nagpur-1, Maharashtra - 440022",False,0
NAGPUR MASTANI,Beverages,NA,200,Bajaj Nagar,Bajaj Nagar,"PLOT NO. 86, SUBHASH NAGAR, NAGPUR,  Zone no.5-Hanumannagar, Nagpur urban,  Nagpur-1, Maharashtra - 440022",False,0
Naan Wrap,Indian,NA,250,Bajaj Nagar,Bajaj Nagar,"255/4 SHREE GANESH CHAMBERS, Zone no.1 -Laxminagar, Nagpur",False,0
NIGHT WORLD POPULAR CAFE,"Fast Food,Beverages,Snacks",NA,200,Wardha Road,Wardha Road,PLOT NO 628/A AJNI SQUARE BEHIND AJIT BAKERY WARDHA ROAD NAGPUR 440015 ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA,False,0
CAKE O CLOCK,Bakery,NA,600,Bajaj Nagar,Bajaj Nagar,CAKE O LOCK JAFAR NAGAR ZONE NO 2 DHARAMPETH NAGPUR URBAN NAGPUR 1 MAHARASHTRA,True,0
PATNES TANDOORI TADKA,Chinese,NA,399,Bajaj Nagar,Bajaj Nagar,"PLOT NO. 86, SUBHASH NAGAR, NAGPUR,  Zone no.5-Hanumannagar, Nagpur urban,  Nagpur-1, Maharashtra - 440022",False,0
ASHA'S KITCHEN,"Chinese,North Indian,Indian",NA,200,Wardha Road,Wardha Road,PLOT NO 628/A AJNI SQUARE BEHIND AJIT BAKERY WARDHA ROAD NAGPUR 440015 ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA,False,0
DNA SANDWICH.COM,"Fast Food,Italian-American,Snacks",NA,300,Nandanvan,Nandanvan,"H.No.1193/A P.No.80, Old Nandanwan, Nagpur, Zone no.3 -Neharunagar, Nagpur (Urban), Nagpur, Maharashtra -",False,0
MIDTOWN MILKSHAKES,Beverages,NA,250,Nandanvan,Nandanvan,"PLOT NO-232, SHOP NO-10, SHARDHA  APARTMENT, NEW NANDANVAN CEMENT  ROAD, Zone no.3 -Neharunagar, Nagpur  urban, Nagpur-1, Maharashtra - 440009",True,0
